Path results for file: set1.dat
177,523
178,524
179,525
180,526
181,527
182,528
183,529
184,530
185,531
186,532
187,533
188,534
189,535
190,536
191,536
192,536
193,536
194,536
195,536
196,536
197,536
198,536
199,536
200,536
201,536
202,536
203,536
204,536
205,536
206,536
207,536
208,536
209,536
210,536
211,536
212,536
213,536
214,536
215,536
216,536
217,536
218,536
219,536
220,536
221,536
222,536
223,536
224,536
225,536
226,536
227,536
228,536
229,536
230,536
231,536
232,536
233,536
234,536
235,536
236,536
237,536
238,536
239,536
240,536
241,536
242,536
243,536
244,536
245,536
246,536
247,536
248,536
249,536
250,536
251,536
252,536
253,536
254,536
255,536
256,536
257,536
258,536
259,536
260,536
261,536
262,536
263,536
264,536
265,536
266,536
267,536
268,536
269,536
270,536
271,536
272,536
273,536
274,536
275,536
276,536
277,536
278,536
279,536
280,536
281,536
282,536
283,536
284,536
285,536
286,536
287,536
288,536
289,536
290,536
291,536
292,536
293,536
294,536
295,536
296,536
297,536
298,536
299,536
300,536
301,536
302,536
303,536
304,536
305,536
306,536
307,536
308,536
309,536
310,536
311,536
312,536
313,536
314,536
315,536
316,536
317,536
318,536
319,536
320,536
321,536
322,536
323,536
324,536
325,536
326,536
327,536
328,536
329,536
330,536
331,536
332,536
333,536
334,536
335,536
336,536
337,536
338,536
339,536
340,536
341,536
342,536
343,536
344,536
345,536
346,536
347,536
348,536
349,536
350,536
351,536
352,536
353,536
354,536
355,536
356,536
357,536
358,536
359,536
360,536
361,536
362,536
363,536
364,536
365,536
366,536
367,536
368,536
369,536
370,536
371,536
372,536
373,536
374,536
375,536
376,536
377,536
378,536
379,536
380,536
381,536
382,536
383,536
384,536
385,536
386,536
387,536
388,536
389,536
390,536
391,536
392,536
393,536
394,536
395,536
396,536
397,536
398,536
399,536
400,536
401,536
402,536
403,536
404,536
405,536
406,536
407,536
408,536
409,536
410,536
411,536
412,536
413,536
414,536
415,536
416,536
417,536
418,536
419,536
420,536
421,536
422,536
423,536
424,536
425,536
426,536
427,536
428,536
429,536
430,536
431,536
432,536
433,536
434,536
435,536
436,536
437,536
438,536
439,536
440,536
441,536
442,536
443,536
444,536
445,536
446,536
447,536
448,536
449,536
450,536
451,536
452,536
453,536
454,536
455,536
456,536
457,536
458,536
459,536
460,536
461,536
462,536
463,536
464,536
465,536
466,536
467,536
468,536
469,536
470,536
471,536
472,536
473,536
474,536
475,536
476,536
477,536
478,536
479,536
480,536
481,536
482,536
483,536
484,536
485,536
486,536
487,536
488,536
489,536
490,536
491,536
492,536
493,536
494,536
495,536
496,536
497,536
498,536
499,536
500,536
501,536
502,536
503,536
504,536
505,536
506,536
507,536
508,536
509,536
510,536
511,536
512,536
513,536
514,536
515,536
516,536
517,536
518,536
519,536
520,536
521,536
522,536
523,536
524,536
525,536
526,536
527,536
528,536
529,536
530,536
531,536
532,536
533,536
534,536
535,536
536,536
537,536
538,536
539,536
540,536
541,536
542,536
543,536
544,536
545,536
546,536
547,536
548,536
549,536
550,536
551,536
552,536
553,536
554,536
555,536
556,536
557,536
558,536
559,536
560,536
561,536
562,536
563,536
564,536
565,536
566,536
567,536
568,536
569,536
570,536
571,536
572,536
573,536
574,536
575,536
576,536
577,536
578,536
579,536
580,536
581,536
582,536
583,536
584,536
585,536
586,536
587,536
588,536
589,536
590,536
591,536
592,536
593,536
594,536
595,536
596,536
597,536
598,536
599,536
600,536
601,536
602,536
603,536
604,536
605,536
606,536
607,536
608,536
609,536
610,536
611,536
612,536
613,536
614,536
615,536
616,536
617,536
618,536
619,536
620,536
621,536
622,536
623,536
624,536
625,536
626,536
627,536
628,536
629,536
630,536
631,536
632,536
633,536
634,536
635,536
636,536
637,536
638,536
639,536
640,536
641,536
642,536
643,536
644,536
645,536
646,536
647,536
648,536
649,536
650,536
651,536
652,536
653,536
654,536
655,536
656,536
657,536
658,536
659,536
660,536
661,536
662,536
663,536
664,536
665,536
666,536
667,536
668,536
669,536
670,536
671,536
672,536
673,536
674,536
675,536
676,536
677,536
678,536
679,536
680,536
681,536
682,536
683,536
684,536
685,536
686,536
687,536
688,536
689,536
690,536
691,536
692,536
693,536
694,536
695,536
696,536
697,536
698,536
699,536
700,536
701,536
702,536
703,536
704,536
705,536
706,536
707,536
708,536
709,536
710,536
711,536
712,536
713,536
714,536
715,536
716,536
717,536
718,536
719,536
720,536
721,536
722,536
723,536
724,536
725,536
726,536
727,536
728,536
729,536
730,536
731,536
732,536
733,536
734,536
735,536
736,536
737,536
738,536
739,536
740,536
741,536
742,536
743,536
744,536
745,536
746,536
747,536
748,536
749,536
750,536
751,536
752,536
753,536
754,536
755,536
756,536
757,536
758,536
759,536
760,536
761,536
762,536
763,536
764,536
765,536
766,536
767,536
768,536
769,536
770,536
771,536
772,536
773,536
774,536
775,536
776,536
777,536
778,536
779,536
780,536
781,536
782,536
783,536
784,536
785,536
786,536
787,536
788,536
789,536
790,536
791,536
792,536
793,536
794,536
795,536
796,536
797,536
798,536
799,536
800,536
801,536
802,536
803,536
804,536
805,536
806,536
807,536
808,536
809,536
810,536
811,536
812,536
813,536
814,536
815,536
816,536
817,536
818,536
819,536
820,536
821,536
822,536
823,536
824,536
825,536
826,536
827,536
828,536
829,536
830,536
831,536
832,536
833,536
834,536
835,536
836,536
837,536
838,536
839,536
840,536
841,536
842,536
843,536
844,536
845,536
846,536
847,536
848,536
849,536
850,536
851,536
852,536
853,536
854,536
855,536
856,536
857,536
858,536
859,536
860,536
861,536
862,536
863,536
864,536
865,536
866,536
867,536
868,536
869,536
870,536
871,536
872,536
873,536
874,536
875,536
876,536
877,536
878,536
879,536
880,536
881,536
882,536
883,536
884,536
885,536
886,536
887,536
888,536
889,536
890,536
891,536
892,536
893,536
894,536
895,536
896,536
897,536
898,536
899,536
900,536
901,536
902,536
903,536
904,536
905,536
906,536
907,536
908,536
909,536
910,536
911,536
912,536
913,536
914,536
915,536
916,536
917,536
918,536
919,536
920,536
921,536
922,536
923,536
924,536
925,536
926,536
927,536
928,536
929,536
930,536
931,536
932,536
933,536
934,536
935,536
936,536
937,536
938,536
939,536
940,536
941,536
942,536
943,536
944,536
945,536
946,536
947,536
948,536
949,536
950,536
951,536
952,536
953,536
954,536
955,536
956,536
957,536
958,536
959,536
960,536
961,536
962,536
963,536
964,536
965,536
966,536
967,536
968,536
969,536
970,536
971,536
972,536
973,536
974,536
975,536
976,536
977,536
978,536
979,536
980,536
981,536
982,536
983,536
984,536
985,536
986,536
987,536
988,536
989,536
990,536
991,536
992,536
993,536
994,536
995,536
996,536
997,536
998,536
999,536
1000,536
1001,536
1002,536
1003,536
1004,536
1005,536
1006,536
1007,536
1008,536
1009,536
1010,536
1011,536
1012,536
1013,536
1014,536
1015,536
1016,536
1017,536
1018,536
1019,536
1020,536
1021,536
1022,536
1023,536
1024,536
1025,536
1026,536
1027,536
1028,536
1029,536
1030,536
1031,536
1032,536
1033,536
1034,536
1035,536
1036,536
1037,536
1038,536
1039,536
1040,536
1041,536
1042,536
1043,536
1044,536
1045,536
1046,536
1047,536
1048,536
1049,536
1050,536
1051,536
1052,536
1053,536
1054,536
1055,536
1056,536
1057,536
1058,536
1059,536
1060,536
1061,536
1062,536
1063,536
1064,536
1065,536
1066,536
1067,536
1068,536
1069,536
1070,536
1071,536
1072,536
1073,536
1074,536
1075,536
1076,536
1077,536
1078,536
1079,536
1080,536
1081,536
1082,536
1083,536
1084,536
1085,536
1086,536
1087,536
1088,536
1089,536
1090,536
1091,536
1092,536
1093,536
1094,536
1095,536
1096,536
1097,536
1098,536
1099,536
1100,536
1101,536
1102,536
1103,536
1104,536
1105,536
1106,536
1107,536
1108,536
1109,536
1110,536
1111,536
1112,536
1113,536
1114,536
1115,536
1116,536
1117,536
1118,536
1119,536
1120,536
1121,536
1122,536
1123,536
1124,536
1125,536
1126,536
1127,536
1128,536
1129,536
1130,536
1131,536
1132,536
1133,536
1134,536
1135,536
1136,536
1137,536
1138,536
1139,536
1140,536
1141,536
1142,536
1143,536
1144,536
1145,536
1146,536
1147,536
1148,536
1149,536
1150,536
1151,536
1152,536
1153,536
1154,536
1155,536
1156,536
1157,536
1158,536
1159,536
1160,536
1161,536
1162,536
1163,536
1164,536
1165,536
1166,536
1167,536
1168,536
1169,536
1170,536
1171,536
1172,536
1173,536
1174,536
1175,536
1176,536
1177,536
1178,536
1179,536
1180,536
1181,536
1182,536
1183,536
1184,536
1185,536
1186,536
1187,536
1188,536
1189,536
1190,536
1191,536
1192,536
1193,536
1194,536
1195,536
1196,536
1197,536
1198,536
1199,536
1200,536
1201,536
1202,536
1203,536
1204,536
1205,536
1206,536
1207,536
1208,536
1209,536
1210,536
1211,536
1212,536
1213,536
1214,536
1215,536
1216,536
1217,536
1218,536
1219,536
1220,536
1221,536
1222,536
1223,536
1224,536
1225,536
1226,536
1227,536
1228,536
1229,536
1230,536
1231,536
1232,536
1233,536
1234,536
1235,536
1236,536
1237,536
1238,536
1239,536
1240,536
1241,536
1242,536
1243,536
1244,536
1245,536
1246,536
1247,536
1248,536
1249,536
1250,536
1251,536
1252,536
1253,536
1254,536
1255,536
1256,536
1257,536
1258,536
1259,536
1260,536
1261,536
1262,536
1263,536
1264,536
1265,536
1266,536
1267,536
1268,536
1269,536
1270,536
1271,536
1272,536
1273,536
1274,536
1275,536
1276,536
1277,536
1278,536
1279,536
1280,536
1281,536
1282,536
1283,536
1284,536
1285,536
1286,536
1287,536
1288,536
1289,536
1290,536
1291,536
1292,536
1293,536
1294,536
1295,536
1296,536
1297,536
1298,536
1299,536
1300,536
1301,536
1302,536
1303,536
1304,536
1305,536
1306,536
1307,536
1308,536
1309,536
1310,536
1311,536
1312,536
1313,536
1314,536
1315,536
1316,536
1317,536
1318,536
1319,536
1320,536
1321,536
1322,536
1323,536
1324,536
1325,536
1326,536
1327,536
1328,536
1329,536
1330,536
1331,536
1332,536
1333,536
1334,536
1335,536
1336,536
1337,536
1338,536
1339,536
1340,536
1341,536
1342,536
1343,536
1344,536
1345,536
1346,536
1347,536
